"SpeciesName","TraitName","value"
"Scleranthus annuus","Plant biomass and allometry: Seed number per plant",1979.15
"Scleranthus annuus","Plant growth form",NA
"Scleranthus annuus","Plant height generative",0.0775
"Scleranthus annuus","Plant height vegetative",0.1073
"Scleranthus annuus","Plant reproductive phenology timing",NA
"Scleranthus annuus","Seed number per flower",1
"SCLERANTHUS ANNUUS L.","Plant growth form",NA
"SCLERANTHUS ANNUUS L.","Plant height vegetative",0.05
"Scleranthus annuus s. annuus","Plant growth form",NA
"Scleranthus annuus s. annuus","Plant height vegetative",0.096
"Scleranthus annuus s. annuus","Seed number per inflorescence (total, fertile, infertile)",1
"Scleranthus annuus s. verticillatus","Plant height generative",0.065
"Scleranthus annuus s. verticillatus","Plant height vegetative",0.065
"Scleranthus annuus subsp. annuus","Plant height vegetative",0.11
"Scleria verticillata","Plant growth form",NA
"Scleria verticillata","Plant height vegetative",0.9
"Scleropodium cespitans","Plant growth form",NA
"Scleropodium cespitans","Species habitat characterization: vegetation type",NA
"Scleropodium cespitans var. cespitans","Plant growth form",NA
"Scleropodium obtusifolium","Plant growth form",NA
"Scleropodium purum","Species habitat characterization: vegetation type",NA
"Scleropodium purum","Stem diameter",0.0039
"Scleropodium touretii","Plant growth form",NA
"Scleropodium touretii","Species habitat characterization: vegetation type",NA
"Scleropodium touretii var. touretii","Plant growth form",NA
"Scolochloa festucacea","Dispersal syndrome",NA
"Scolochloa festucacea","Plant biomass and allometry: Seed number per plant",181.5
"Scolochloa festucacea","Plant growth form",NA
"Scolochloa festucacea","Plant height generative",1.33
"Scolochloa festucacea","Plant reproductive phenology timing",NA
"Scolochloa festucacea","Seed number per inflorescence (total, fertile, infertile)",3
"Scolochloa festucacea (Willd.) Link","Plant growth form",NA
"Scolochloa festucacea (Willd.) Link","Plant height vegetative",1.49352
"Scolochloa festucacea (Willd.) Link","Plant reproductive phenology timing",NA
"Scopolia carniolica","Plant growth form",NA
"Scopolia carniolica","Plant height vegetative",0.35
"Scorzonera hispanica","Dispersal syndrome",NA
"Scorzonera hispanica","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",14.11
"Scorzonera hispanica","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.94
"Scorzonera hispanica","Plant growth form",NA
"Scorzonera hispanica","Plant height generative",0.9
"Scorzonera hispanica","Plant height vegetative",0.7875
"Scorzonera hispanica","Plant reproductive phenology timing",NA
"Scorzonera hispanica L.","Plant growth form",NA
"Scorzonera hispanica L.","Plant height vegetative",0.8
"Scorzoneroides autumnalis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",25.82912126
"Scorzoneroides autumnalis","Plant growth form",NA
"Scorzoneroides autumnalis (L.) Moench","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",27.6523718643765
"Scorzoneroides autumnalis (L.) Moench","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",48.74
"Scorzoneroides autumnalis (L.) Moench","Plant height generative",0.313333333333333
"Scouleria aquatica","Plant growth form",NA
"Scrophularia lanceolata","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",24.240740741
"Scrophularia lanceolata","Plant growth form",NA
"Scrophularia lanceolata","Plant height vegetative",2.5
"scrophularia marilandica","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",21.551724137931
"scrophularia marilandica","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",21.551724138
"scrophularia marilandica","Leaf thickness",0.16
"scrophularia marilandica","Plant growth form",NA
"scrophularia marilandica","Plant height vegetative",NA
"scrophularia marilandica","Plant reproductive phenology timing",NA
"Scrophularia nodosa","Dispersal syndrome",NA
"Scrophularia nodosa","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",32.1
"Scrophularia nodosa","Plant biomass and allometry: Seed number per plant",15202.8
"Scrophularia nodosa","Plant growth form",NA
"Scrophularia nodosa","Plant height generative",0.853928571428571
"Scrophularia nodosa","Plant height vegetative",0.693333333333333
"Scrophularia nodosa","Plant reproductive phenology timing",NA
"Scrophularia nodosa","Seed number per flower",411
"Scrophularia nodosa","Seed number per inflorescence (total, fertile, infertile)",272
"SCROPHULARIA NODOSA L.","Plant growth form",NA
"SCROPHULARIA NODOSA L.","Plant height vegetative",0.8
"Scutellaria epilobiifolia","Plant growth form",NA
"Scutellaria galericulata","Dispersal syndrome",NA
"Scutellaria galericulata","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",41.0322222222222
"Scutellaria galericulata","Plant biomass and allometry: Seed number per plant",288
"Scutellaria galericulata","Plant growth form",NA
"Scutellaria galericulata","Plant height generative",0.25
"Scutellaria galericulata","Plant height vegetative",0.30625
"Scutellaria galericulata","Plant reproductive phenology timing",NA
"SCUTELLARIA GALERICULATA L.","Dispersal syndrome",NA
"SCUTELLARIA GALERICULATA L.","Plant growth form",NA
"SCUTELLARIA GALERICULATA L.","Plant height vegetative",0.2
"Scutellaria lateriflora","Plant growth form",NA
"Scutellaria parvula","Dispersal syndrome",NA
"Scutellaria parvula","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",16.6666666666666
"Scutellaria parvula","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",25.13472222
"Scutellaria parvula","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",28.0931797005
"Scutellaria parvula","Leaf thickness",0.17
"Scutellaria parvula","Plant growth form",NA
"Scutellaria parvula","Plant height generative",0.125
"Scutellaria parvula","Plant height vegetative",0.14
"Scutellaria parvula","Plant reproductive phenology timing",NA
"Scutellaria parvula var. parvula","Plant growth form",NA
"Secale montanum","Plant growth form",NA
"Securigera  varia","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",16.9648196334723
"Securigera  varia","Plant height generative",0.71725
"Securigera  varia","Stem diameter",0.00312075
"Securigera varia","Dispersal syndrome",NA
"Securigera varia","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",25.6398104265403
"Securigera varia","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",25.639810427
"Securigera varia","Leaf thickness",0.18
"Securigera varia","Plant growth form",NA
"Securigera varia","Plant height vegetative",0.6
"Securigera varia","Plant reproductive phenology timing",NA
"Securigera varia","Seed number per flower",6.25
"SECURIGERA VARIA (L.) Lassen","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",12.957
"Securigera varia (L.) P. Lassen","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",19.658182597
"Securigera varia (L.) P. Lassen","Plant height generative",0.4252
"Securigera varia (L.) P. Lassen","Plant height vegetative",0.4092
"Sedum acre","Dispersal syndrome",NA
"Sedum acre","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",11.6047619047619
"Sedum acre","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",13.3692715101165
"Sedum acre","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",11.051
"Sedum acre","Leaf thickness",1.142
"Sedum acre","Plant growth form",NA
"Sedum acre","Plant height generative",0.0840909090909091
"Sedum acre","Plant height vegetative",0.0538478260869565
"Sedum acre","Plant reproductive phenology timing",NA
"Sedum acre","Seed number per inflorescence (total, fertile, infertile)",36
"SEDUM ACRE L.","Dispersal syndrome",NA
"Sedum divergens","Plant growth form",NA
"Sedum ellacombianum","Plant growth form",NA
"Sedum oreganum","Plant growth form",NA
"Sedum oreganum ssp. oreganum","Plant growth form",NA
"Sedum rhodiola","Plant growth form",NA
"Sedum sarmentosum","Dispersal syndrome",NA
"Sedum sarmentosum","Plant growth form",NA
"Sedum sexangulare","Dispersal syndrome",NA
"Sedum sexangulare","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",13.642
"Sedum sexangulare","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.67
"Sedum sexangulare","Plant growth form",NA
"Sedum sexangulare","Plant height generative",0.114
"Sedum sexangulare","Plant height vegetative",0.1365
"Sedum sexangulare","Plant reproductive phenology timing",NA
"Sedum spathulifolium","Plant growth form",NA
"Sedum spathulifolium ssp. spathulifolium","Plant growth form",NA
"Selaginella wallacei","Plant growth form",NA
"Sematophyllum demissum","Plant growth form",NA
"Sematophyllum demissum","Species habitat characterization: vegetation type",NA
"Sematophyllum marylandicum","Plant growth form",NA
"Senecia vulgaris","Plant growth form",NA
"Senecio balsamitae","Plant growth form",NA
"Senecio congestus","Dispersal syndrome",NA
"Senecio congestus","Plant growth form",NA
"Senecio congestus","Plant height generative",0.575
"Senecio congestus","Plant height vegetative",0.46
"Senecio congestus (R.Br.) DC.","Dispersal syndrome",NA
"Senecio crawfordii","Plant growth form",NA
"Senecio eremophilus","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",25.2586372957808
"Senecio eremophilus","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",25.2586372959091
"Senecio eremophilus","Plant growth form",NA
"Senecio eremophilus","Plant height vegetative",0.67
"Senecio eremophilus","Plant reproductive phenology timing",NA
"Senecio fremontii","Leaf thickness",0.397
"Senecio fremontii","Plant growth form",NA
"Senecio gaspensis","Plant growth form",NA
"Senecio gibbsonsii","Plant growth form",NA
"Senecio indecorus","Plant growth form",NA
"Senecio jacobaea","Dispersal syndrome",NA
"Senecio jacobaea","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",24.872668948766
"Senecio jacobaea","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",19.2822372435398
"Senecio jacobaea","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",21.2840790811667
"Senecio jacobaea","Leaf thickness",0.300166666666667
"Senecio jacobaea","Plant biomass and allometry: Seed number per plant",56536
"Senecio jacobaea","Plant growth form",NA
"Senecio jacobaea","Plant height generative",0.707142857142857
"Senecio jacobaea","Plant height vegetative",0.513731481481482
"Senecio jacobaea","Plant reproductive phenology timing",NA
"Senecio jacobaea","Root/shoot ratio",1.54668151417581
"SENECIO JACOBAEA L.","Plant growth form",NA
"SENECIO JACOBAEA L.","Plant height vegetative",1.5
"Senecio jacobea","Plant growth form",NA
"Senecio jonesii","Plant growth form",NA
"Senecio laetiflorus","Plant growth form",NA
"Senecio leonardii","Plant growth form",NA
"Senecio ligulifolius","Plant growth form",NA
"Senecio longipetiolatus","Plant growth form",NA
"Senecio lugens","Plant growth form",NA
"Senecio macounii","Plant growth form",NA
"Senecio nemorensis","Dispersal syndrome",NA
"Senecio nemorensis","Plant growth form",NA
"Senecio nemorensis","Plant height generative",1.05
"Senecio nemorensis L.","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",50.9696363731153
"Senecio nemorensis L.","Plant height generative",0.795
"Senecio oodes","Plant growth form",NA
"Senecio pauperculus","Plant growth form",NA
"Senecio pauperculus","Plant height vegetative",0.03
"Senecio platylobus","Plant growth form",NA
"Senecio robbinsii","Plant growth form",NA
"Senecio schweinitzianus","Plant growth form",NA
"Senecio squalidus","Dispersal syndrome",NA
"Senecio squalidus","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",23.2598089064342
"Senecio squalidus","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",26.854
"Senecio squalidus","Leaf petiole length",0
"Senecio squalidus","Leaf thickness",0.416666666666667
"Senecio squalidus","Plant biomass and allometry: Seed number per plant",10780.2916666667
"Senecio squalidus","Plant growth form",NA
"Senecio squalidus","Plant height generative",0.295
"Senecio squalidus","Plant height vegetative",0.272222222222222
"Senecio squalidus","Plant reproductive phenology timing",NA
"Senecio squalidus","Seed number per flower",120
"Senecio squalidus","Seed number per inflorescence (total, fertile, infertile)",120
"SENECIO SQUALIDUS L.","Dispersal syndrome",NA
"Senecio streptanthifolius","Plant growth form",NA
"Senecio subcuneatus","Plant growth form",NA
"Senecio suksdorfii","Plant growth form",NA
"Senecio sylvaticus","Dispersal syndrome",NA
"Senecio sylvaticus","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",29.5
"Senecio sylvaticus","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",29.5
"Senecio sylvaticus","Leaf petiole length",0
"Senecio sylvaticus","Plant biomass and allometry: Seed number per plant",32819
"Senecio sylvaticus","Plant growth form",NA
"Senecio sylvaticus","Plant height generative",0.485
"Senecio sylvaticus","Plant height vegetative",0.470833333333333
"Senecio sylvaticus","Plant reproductive phenology timing",NA
"Senecio sylvaticus","Seed number per flower",60.5
"Senecio sylvaticus","Seed number per inflorescence (total, fertile, infertile)",66
"Senecio triangularis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",23.7252487832383
"Senecio triangularis","Plant growth form",NA
"Senecio triangularis","Plant height vegetative",0.498
"Senecio triangularis Hook.","Plant growth form",NA
"Senecio triangularis Hook.","Plant height vegetative",1.2192
"Senecio triangularis Hook.","Plant reproductive phenology timing",NA
"Senecio tweedyi","Plant growth form",NA
"Senecio viscosus","Dispersal syndrome",NA
"Senecio viscosus","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",22.4666666666667
"Senecio viscosus","Plant biomass and allometry: Seed number per plant",4500
"Senecio viscosus","Plant growth form",NA
"Senecio viscosus","Plant height generative",0.335
"Senecio viscosus","Plant height vegetative",0.366666666666667
"Senecio viscosus","Plant reproductive phenology timing",NA
"Senecio vulgaris","Dispersal syndrome",NA
"Senecio vulgaris","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",27.2483516879862
"Senecio vulgaris","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",17.0046548225491
"Senecio vulgaris","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",34.1079418591364
"Senecio vulgaris","Leaf thickness",0.552
"Senecio vulgaris","Plant biomass and allometry: Seed mass per plant",0.245691183397108
"Senecio vulgaris","Plant biomass and allometry: Seed number per plant",1965.06946428571
"Senecio vulgaris","Plant growth form",NA
"Senecio vulgaris","Plant height generative",0.19015
"Senecio vulgaris","Plant height vegetative",0.400315217391304
"Senecio vulgaris","Plant reproductive phenology timing",NA
"Senecio vulgaris","Root/shoot ratio",0.170915078495293
"Senecio vulgaris","Seed number per flower",101
"Senecio vulgaris","Seed number per inflorescence (total, fertile, infertile)",101
"Senecio vulgaris L.","Dispersal syndrome",NA
"Senecio vulgaris L.","Plant growth form",NA
"Senecio vulgaris L.","Plant height vegetative",0.3286
"Senecio vulgaris L.","Plant reproductive phenology timing",NA
"Senecio wardii","Plant growth form",NA
"Sequoia  sempervirens","Plant growth form",NA
"Sequoia  sempervirens (D. Don) Endl.","Plant growth form",NA
"Sequoia gigante","Plant growth form",NA
"Sequoia gigantea","Plant growth form",NA
"Sequoia sempervirens","Dispersal syndrome",NA
"Sequoia sempervirens","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",11.018
"Sequoia sempervirens","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",5.19670930236591
"Sequoia sempervirens","Plant growth form",NA
"Sequoia sempervirens","Plant height vegetative",76.6873015873016
"Sequoia sempervirens","Stem diameter",2.12102857142857
"Sequoia sempervirens (D. Don) Endl.","Plant growth form",NA
"Sequoia sempervirens (Lamb. ex D. Don) Endl.","Plant growth form",NA
"Sequoia sempervirens (Lamb. ex D. Don) Endl.","Plant height vegetative",47.244
"Sequoia sempervirens (Lamb. ex D. Don) Endl.","Plant reproductive phenology timing",NA
"Sequoia sempervirens (Lamb.) Endl.","Plant height vegetative",110
"Sequoia wellingtonia","Plant growth form",NA
"Sequoiadendron gigant.","Plant growth form",NA
"Sequoiadendron giganteum","Plant growth form",NA
"Sequoiadendron giganteum","Plant height vegetative",53.5828205128205
"Sequoiadendron giganteum","Stem diameter",0.551472413793103
"Sequoiadendron giganteum (Lindl.) Buchholz","Plant height vegetative",100
"Sequoiadendron giganteum (Lindl.) J. Buchholz","Plant growth form",NA
"Sequoiadendron giganteum (Lindl.) J. Buchholz","Plant height vegetative",35.814
"Sequoiadendron giganteum (Lindl.) J. Buchholz","Plant reproductive phenology timing",NA
"Serapias helleborine","Plant growth form",NA
"Sericotheca discolor","Plant growth form",NA
"Setaria adhaerens","Dispersal syndrome",NA
"Setaria adhaerens","Plant growth form",NA
"Setaria adhaerens","Plant height vegetative",0.2
"Setaria carnei","Plant growth form",NA
"Setaria faberi","Dispersal syndrome",NA
"Setaria faberi","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",23.263842902
"Setaria faberi","Plant growth form",NA
"Setaria faberi","Plant reproductive phenology timing",NA
"Setaria faberii","Plant growth form",NA
"Setaria germanica","Plant growth form",NA
"Setaria gigantea","Plant growth form",NA
"Setaria italica","Dispersal syndrome",NA
"Setaria italica","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",23.928
"Setaria italica","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",28.2167052936591
"Setaria italica","Plant biomass and allometry: Seed number per plant",22480.1538461538
"Setaria italica","Plant growth form",NA
"Setaria italica","Plant height generative",0.8325
"Setaria italica","Plant height vegetative",0.814
"Setaria italica","Plant reproductive phenology timing",NA
"Setaria italica (L.) P. Beauv.","Plant growth form",NA
"Setaria italica (L.) P. Beauv.","Plant height vegetative",1.524
"Setaria italica (L.) P. Beauv.","Plant reproductive phenology timing",NA
"Setaria macrocarpa","Plant growth form",NA
"Setaria pycnocoma","Plant growth form",NA
"Setaria verticillata","Dispersal syndrome",NA
"Setaria verticillata","Plant biomass and allometry: Seed number per plant",1799.33333333333
"Setaria verticillata","Plant growth form",NA
"Setaria verticillata","Plant height generative",0.45
"Setaria verticillata","Plant height vegetative",0.475
"Setaria verticillata","Plant reproductive phenology timing",NA
"Setaria verticillata","Seed number per inflorescence (total, fertile, infertile)",120
"Setaria verticillata (L.) Beauv.","Dispersal syndrome",NA
"Setaria verticillata (L.) P.Beauv.","Plant growth form",NA
"Setaria verticillata x viridis","Dispersal syndrome",NA
"Setaria verticilliformis","Plant growth form",NA
"Setaria verticilliformis","Plant height vegetative",0.45
"Setaria verticilliformis","Plant reproductive phenology timing",NA
"Setaria viridis","Dispersal syndrome",NA
"Setaria viridis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",26.9661721773243
"Setaria viridis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",28.1915
"Setaria viridis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",29.083417880247
"Setaria viridis","Leaf thickness",0.14075
"Setaria viridis","Plant biomass and allometry: Seed number per plant",9041.42105263158
"Setaria viridis","Plant growth form",NA
"Setaria viridis","Plant height generative",0.678125
"Setaria viridis","Plant height vegetative",0.427277777777778
"Setaria viridis","Plant reproductive phenology timing",NA
"Setaria viridis (L.) P.Beauv.","Plant growth form",NA
"Setaria viridis var depressa","Leaf thickness",NA
"Setaria viridis var depressa","Plant growth form",NA
"Setaria viridis var depressa","Plant height vegetative",0.1
"Setaria viridis var. major","Plant growth form",NA
"Setaria viridis var. viridis","Plant growth form",NA
"Setcreasea purpurea","Plant growth form",NA
"Shepherdia argentea","Dispersal syndrome",NA
"Shepherdia argentea","Plant growth form",NA
"Shepherdia argentea","Plant height vegetative",4.27626666666667
"Shepherdia argentea (Pursh) Nutt","Dispersal syndrome",NA
"Shepherdia argentea (Pursh) Nutt.","Plant growth form",NA
"Shepherdia argentea (Pursh) Nutt.","Plant height vegetative",5.4864
"Shepherdia argentea (Pursh) Nutt.","Plant reproductive phenology timing",NA
"Shepherdia argentea Nutt.","Plant growth form",NA
"Shepherdia argentea Nutt.","Plant height vegetative",1.5
"Shepherdia canadensis","Dispersal syndrome",NA
"Shepherdia canadensis","Plant growth form",NA
"Shepherdia canadensis (L.) Nutt.","Dispersal syndrome",NA
"Shepherdia canadensis (L.) Nutt.","Plant growth form",NA
"Shepherdia canadensis (L.) Nutt.","Plant height vegetative",1.8288
"Shepherdia canadensis (L.) Nutt.","Plant reproductive phenology timing",NA
"Shepherdia candensis Nutt.","Plant growth form",NA
"Shepherdia candensis Nutt.","Plant height vegetative",0.8
"Sherardia arvensis","Dispersal syndrome",NA
"Sherardia arvensis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",22.4666666666667
"Sherardia arvensis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",22.12662107
"Sherardia arvensis","Plant biomass and allometry: Seed number per plant",155
"Sherardia arvensis","Plant growth form",NA
"Sherardia arvensis","Plant height generative",0.125
"Sherardia arvensis","Plant height vegetative",0.163888888888889
"Sherardia arvensis","Plant reproductive phenology timing",NA
"Sherardia arvensis","Seed number per flower",3.75
"Sherardia arvensis","Seed number per inflorescence (total, fertile, infertile)",2
"Sherardia arvensis L","Plant growth form",NA
"Sherardia arvensis L","Plant height vegetative",0.05
"Shibataea kumasaca","Plant growth form",NA
"Sibbaldia procumbens","Dispersal syndrome",NA
"Sibbaldia procumbens","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",19.1414594933333
"Sibbaldia procumbens","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",15.1765629291667
"Sibbaldia procumbens","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.1952635050094
"Sibbaldia procumbens","Leaf thickness",0.169
"Sibbaldia procumbens","Plant biomass and allometry: Seed number per plant",64
"Sibbaldia procumbens","Plant growth form",NA
"Sibbaldia procumbens","Plant height generative",0.039375
"Sibbaldia procumbens","Plant height vegetative",0.0332129032258065
"Sibbaldia procumbens","Plant reproductive phenology timing",NA
"Sibbaldia procumbens","Seed number per inflorescence (total, fertile, infertile)",25.27
"SIBBALDIA PROCUMBENS L.","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.384615385
"SIBBALDIA PROCUMBENS L.","Leaf thickness",0.1481
"SIBBALDIA PROCUMBENS L.","Plant growth form",NA
"SIBBALDIA PROCUMBENS L.","Plant height vegetative",0.05
"Sicyos angulatus","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",26.0416666666667
"Sicyos angulatus","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",26.041666667
"Sicyos angulatus","Leaf thickness",0.16
"Sicyos angulatus","Plant growth form",NA
"Sicyos angulatus","Plant height vegetative",5
"Sicyos angulatus","Plant reproductive phenology timing",NA
"Sicyos lobata","Plant growth form",NA
"Sigillaria ciliata","Plant growth form",NA
"Silene A-hampeana","Plant growth form",NA
"Silene acaulis","Dispersal syndrome",NA
"Silene acaulis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",22.432
"Silene acaulis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",16.6555113767625
"Silene acaulis","Leaf petiole length",0
"Silene acaulis","Leaf thickness",0.336
"Silene acaulis","Plant biomass and allometry: Seed number per plant",285.75
"Silene acaulis","Plant growth form",NA
"Silene acaulis","Plant height generative",0.0418
"Silene acaulis","Plant height vegetative",0.0344
"Silene acaulis","Plant reproductive phenology timing",NA
"Silene acaulis","Seed number per flower",37
"SILENE ACAULIS (L.) Jacq.","Dispersal syndrome",NA
"SILENE ACAULIS (L.) Jacq.","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",6.8493150685
"SILENE ACAULIS (L.) Jacq.","Plant growth form",NA
"SILENE ACAULIS (L.) Jacq.","Plant height vegetative",0.05
"Silene acaulis (L.) Jacq. subsp. acaulis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",8.8222971531
"Silene acaulis (L.) Jacq. subsp. acaulis","Plant height generative",0.0346
"Silene acaulis (L.) Jacq. subsp. acaulis","Plant height vegetative",0.0138
"Silene acaulis s. acaulis","Plant growth form",NA
"Silene acaulis s. acaulis","Plant height vegetative",0.044
"Silene acaulis s. acaulis","Seed number per inflorescence (total, fertile, infertile)",15
"Silene anglica","Plant growth form",NA
"Silene antirrhina","Dispersal syndrome",NA
"Silene antirrhina","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",20.0000000000002
"Silene antirrhina","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",20
"Silene antirrhina","Leaf thickness",0.13
"Silene antirrhina","Plant growth form",NA
"Silene antirrhina","Plant reproductive phenology timing",NA
"Silene antirrhina L.","Plant growth form",NA
"Silene cerastoides","Plant growth form",NA
"Silene coronaria","Plant growth form",NA
"Silene coronaria (L.) Clairv.)","Plant growth form",NA
"Silene coronaria (L.) Clairv.)","Plant height vegetative",0.4
"Silene cucubalus","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",19.3959162713589
"Silene cucubalus","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",30.798
"Silene cucubalus","Leaf thickness",0.3062
"Silene cucubalus","Plant growth form",NA
"Silene cucubalus","Plant height vegetative",0.371363636363636
"Silene diocia","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",28.1907050688052
"Silene dioeca (L.) Clairv.","Plant growth form",NA
"Silene dioeca (L.) Clairv.","Plant height vegetative",0.4
"Silene dioica","Dispersal syndrome",NA
"Silene dioica","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",32.9622640501287
"Silene dioica","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",49.082751875984
"Silene dioica","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",49.09272578125
"Silene dioica","Leaf thickness",0.246
"Silene dioica","Plant biomass and allometry: Seed number per plant",4160.76666666667
"Silene dioica","Plant growth form",NA
"Silene dioica","Plant height generative",0.6
"Silene dioica","Plant height vegetative",0.336675675675676
"Silene dioica","Plant reproductive phenology timing",NA
"Silene dioica","Seed number per flower",419
"Silene dioica","Seed number per inflorescence (total, fertile, infertile)",244
"SILENE DIOICA (L.) Clairv.","Dispersal syndrome",NA
"SILENE DIOICA (L.) Clairv.","Plant growth form",NA
"Silene dorrii","Plant growth form",NA
"Silene excapa All.","Plant growth form",NA
"Silene excapa All.","Plant height vegetative",0.05
"Silene exscapa","Plant growth form",NA
"Silene exscapa","Plant height vegetative",0.02
"Silene flos-cuculi","Dispersal syndrome",NA
"Silene flos-cuculi","Plant biomass and allometry: Seed number per plant",5500
"Silene flos-cuculi","Plant growth form",NA
"Silene flos-cuculi","Plant height vegetative",0.55
"Silene flos-cuculi","Plant reproductive phenology timing",NA
"Silene flos-cuculi","Seed number per flower",350.5
"Silene flos-cuculi (L.) Clairv.","Plant growth form",NA
"Silene flos-cuculi (L.) Clairv.","Plant height vegetative",0.4
"Silene gallica","Dispersal syndrome",NA
"Silene gallica","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",39.8
